N0,N1,N2,Volume,Enclosing_surface,Contact_surface,TETRAVOXEL,OCTOVOXEL,MISC_Async
854,1557,925,180,770,155,17,0,42.0
867,1658,1024,206,812,212,34,1,27.0
858,1793,1180,249,866,314,61,0,-4.0
756,1944,1541,384,778,763,388,40,-31.0
792,1552,978,200,756,222,40,0,18.0
340,528,273,47,264,9,0,0,38.0
837,1653,1043,213,808,235,37,1,14.0
817,1961,1429,327,896,533,169,5,-42.0
728,1940,1714,501,422,1292,1096,304,1.0
813,1858,1311,293,864,447,130,3,-27.0
823,1712,1120,235,830,290,52,1,-4.0
830,1920,1383,316,870,513,180,6,-23.0
758,1349,783,149,672,111,5,0,43.0
728,1947,1689,473,540,1149,867,194,-3.0
838,1748,1160,248,832,328,84,2,2.0
842,1497,868,165,746,122,5,0,48.0
831,1863,1289,283,880,409,103,3,-26.0
860,1738,1116,231,846,270,46,0,7.0
761,1933,1478,353,838,640,257,17,-47.0
582,949,513,92,474,39,1,0,54.0
849,1937,1371,308,894,477,149,5,-25.0
848,1756,1152,243,846,306,64,0,1.0
798,1365,769,143,680,89,5,0,59.0
729,1941,1710,492,468,1242,1005,249,6.0
640,1092,614,114,544,70,4,0,48.0
792,1942,1443,336,870,573,202,8,-43.0
782,1437,859,168,710,149,17,0,36.0
843,1785,1205,262,838,367,109,3,1.0
516,848,461,83,424,37,0,0,46.0
723,1959,1663,443,668,995,623,87,-16.0
844,1694,1078,221,830,248,34,0,7.0
758,1930,1485,358,822,663,286,26,-45.0
512,824,440,78,412,28,0,0,50.0
792,1860,1348,309,842,506,176,8,-29.0
841,1935,1376,310,892,484,151,5,-28.0
818,1928,1390,316,884,506,160,6,-36.0
732,1940,1634,436,652,982,636,100,-10.0
814,1523,920,181,754,166,15,0,30.0
616,1028,568,104,512,56,4,0,52.0
818,1465,854,163,730,124,5,0,44.0
822,1880,1327,297,872,455,136,6,-28.0
492,812,443,80,406,37,0,0,43.0
785,1880,1386,323,834,552,212,15,-32.0
803,1933,1410,323,882,528,169,7,-43.0
858,1874,1274,276,892,382,90,2,-18.0
618,1033,570,104,516,54,1,0,51.0
820,1646,1056,219,798,258,50,0,11.0
916,1818,1152,236,888,264,42,0,14.0
382,613,327,58,306,21,1,0,38.0
724,1946,1716,493,474,1242,998,248,1.0
830,1739,1152,245,834,318,71,0,-2.0
772,1982,1556,383,814,742,354,32,-37.0
800,1899,1388,320,856,532,187,6,-31.0
845,1739,1134,238,840,294,59,1,2.0
863,1882,1275,275,900,375,82,1,-19.0
408,648,342,60,324,18,0,0,42.0
736,1420,882,178,696,186,28,0,20.0
284,440,227,39,220,7,0,0,32.0
842,1836,1245,269,876,369,84,2,-18.0
769,1963,1567,394,770,797,423,41,-21.0
787,1898,1390,320,860,530,178,9,-41.0
482,777,416,74,388,28,1,0,47.0
824,1963,1456,343,854,602,255,22,-26.0
798,1926,1434,337,846,588,234,14,-31.0
791,1971,1488,352,864,624,243,15,-44.0
600,964,514,91,482,32,0,0,59.0
786,1439,857,167,712,145,15,0,37.0
852,1646,1022,206,808,214,30,0,22.0
694,1177,657,121,588,69,1,0,53.0
598,1001,553,101,500,53,1,0,49.0
808,1939,1413,323,888,525,163,2,-41.0
860,1708,1083,222,834,249,40,0,13.0
864,1596,956,187,790,166,16,0,37.0
823,1878,1335,302,858,477,162,9,-22.0
762,1960,1530,374,816,714,328,30,-42.0
846,1755,1150,242,848,302,59,0,-1.0
834,1703,1097,227,832,265,39,0,1.0
748,1292,733,137,644,89,4,0,52.0
793,1814,1286,289,838,448,138,3,-24.0
821,1800,1224,265,858,366,84,3,-20.0
822,1593,985,197,788,197,17,0,17.0
757,1951,1576,404,728,848,495,73,-22.0
731,1944,1674,460,588,1086,768,141,1.0
774,1357,779,147,676,103,5,0,49.0
634,1063,589,108,530,59,3,0,52.0
817,1885,1341,302,870,471,145,5,-29.0
767,1951,1514,368,820,694,311,23,-38.0
848,1748,1132,235,854,278,40,0,-3.0
761,1983,1578,392,804,774,375,29,-36.0
761,1948,1525,373,812,713,324,19,-35.0
753,1937,1549,390,758,791,421,45,-25.0
812,1983,1464,339,894,570,195,10,-46.0
680,1158,649,120,578,71,2,0,51.0
839,1898,1331,296,886,445,126,1,-24.0
729,1943,1631,433,664,967,615,97,-16.0
870,1569,919,176,782,137,5,0,44.0
771,1954,1493,356,850,643,254,13,-46.0
838,1699,1088,224,832,256,35,0,3.0
771,1980,1521,364,858,663,264,17,-52.0
806,1941,1414,323,890,524,161,4,-44.0
766,1349,779,148,670,109,9,0,48.0
841,1888,1319,293,880,439,128,3,-21.0
726,1275,734,139,634,100,7,0,46.0
753,1401,848,168,688,160,25,1,32.0
792,1498,919,184,734,185,30,0,29.0
846,1862,1277,279,880,397,102,2,-18.0
862,1675,1038,208,828,210,19,0,17.0
727,1945,1705,485,500,1205,945,223,2.0
828,1776,1183,251,860,323,56,0,-16.0
438,709,381,68,354,27,1,0,42.0
862,1703,1072,218,836,236,31,0,13.0
741,1939,1596,415,702,894,535,73,-17.0
570,979,553,103,488,65,3,0,41.0
760,1958,1558,388,788,770,382,28,-28.0
770,1483,925,188,722,203,39,0,24.0
819,1817,1257,277,852,405,113,3,-18.0
830,1911,1359,306,882,477,147,4,-28.0
741,1955,1602,412,732,870,491,57,-24.0
408,644,338,59,322,16,0,0,43.0
731,1977,1646,428,724,922,529,63,-28.0
770,1343,769,145,668,101,7,0,51.0
628,1108,639,121,552,87,4,0,38.0
858,1958,1382,309,910,472,138,2,-27.0
830,1847,1273,279,872,401,103,4,-23.0
32,48,24,4,24,0,0,0,4.0
740,1952,1645,442,638,1007,676,120,-9.0
743,1960,1634,432,676,958,608,97,-15.0
791,1943,1451,340,862,589,219,11,-41.0
748,1966,1621,423,704,917,558,84,-20.0
744,1962,1615,417,728,887,506,56,-20.0
853,1701,1081,222,830,251,41,1,11.0
841,1921,1344,297,906,438,109,1,-33.0
712,1286,759,147,636,123,14,0,38.0
806,1485,885,172,738,147,9,0,34.0
878,1819,1196,253,874,322,71,0,2.0
816,1508,900,175,750,150,8,0,33.0
870,1629,987,195,804,183,21,0,33.0
829,1953,1414,323,890,524,173,5,-33.0
878,1897,1286,279,898,388,101,4,-12.0
292,444,225,38,222,3,0,0,35.0
797,1834,1295,289,856,439,122,3,-31.0
765,1953,1543,382,794,749,365,25,-27.0
746,1961,1609,416,722,887,517,68,-22.0
722,1949,1692,468,576,1116,797,152,-3.0
826,1869,1321,297,860,461,149,4,-19.0
731,1958,1634,428,700,934,558,73,-21.0
794,1945,1444,336,872,572,201,8,-43.0
729,1944,1712,494,460,1252,1024,263,3.0
870,1697,1057,213,836,221,25,0,17.0
288,436,220,37,218,2,0,0,35.0
851,1883,1304,288,880,424,123,3,-16.0
92,140,71,12,70,1,0,0,11.0
368,568,292,50,284,8,0,0,42.0
866,1747,1119,231,852,267,43,0,7.0
879,1873,1248,266,900,348,73,3,-12.0
842,1601,980,195,790,190,21,0,26.0
846,1677,1059,216,822,237,33,0,12.0
737,1948,1631,434,658,973,632,107,-14.0
742,1958,1610,416,724,886,510,62,-22.0
775,1930,1467,350,834,633,262,17,-38.0
735,1961,1635,428,702,933,557,71,-19.0
851,1941,1366,305,902,464,137,7,-29.0
882,1826,1196,252,880,316,66,2,0.0
822,1619,1024,210,788,236,43,0,17.0
856,1903,1311,287,900,411,103,2,-23.0
856,1616,984,195,798,186,20,0,29.0
727,1945,1723,501,440,1283,1065,279,4.0
797,1857,1331,302,850,481,157,9,-31.0
686,1165,653,121,580,73,5,0,53.0
729,1949,1654,444,644,1010,661,105,-10.0
722,1929,1642,444,620,1022,689,120,-9.0
812,1944,1437,336,858,579,228,16,-31.0
802,1892,1373,315,856,517,180,10,-32.0
808,1554,959,192,766,193,22,0,21.0
876,1820,1189,249,884,305,52,0,-4.0
284,436,223,38,218,5,0,0,33.0
757,1954,1554,388,780,774,394,39,-31.0
814,1906,1376,314,868,508,170,6,-30.0
752,1935,1542,386,768,774,399,38,-27.0
843,1834,1246,270,872,374,90,1,-15.0
860,1690,1070,220,820,250,50,0,20.0
743,1957,1600,412,728,872,501,67,-26.0
791,1919,1422,331,858,564,203,7,-37.0
750,1939,1528,378,788,740,363,40,-39.0
730,1942,1637,436,658,979,626,94,-11.0
837,1623,1016,207,790,226,43,1,23.0
636,1062,586,107,530,56,2,0,53.0
666,1173,676,128,584,92,5,0,41.0
804,1902,1387,319,860,527,182,4,-30.0
722,1934,1607,418,706,901,522,62,-23.0
738,1423,881,177,700,181,23,0,19.0
776,1936,1481,357,820,661,296,28,-36.0
728,1926,1648,451,590,1058,746,140,-1.0
846,1863,1278,279,882,396,99,0,-18.0
868,1682,1050,213,822,228,38,0,23.0
284,448,235,41,224,11,0,0,30.0
192,292,148,25,146,2,0,0,23.0
852,1805,1209,260,858,351,89,2,-4.0
744,1891,1477,362,782,695,327,26,-32.0
753,1947,1536,379,798,738,351,29,-37.0
654,1067,578,104,532,46,3,0,61.0
801,1943,1445,339,856,589,231,17,-36.0
850,1863,1278,280,876,402,111,4,-15.0
723,1944,1684,464,584,1100,776,141,-1.0
751,1981,1584,394,804,780,373,27,-40.0
882,1717,1070,216,844,226,29,0,19.0
781,1962,1489,353,860,629,242,11,-45.0
248,392,206,36,196,10,0,0,26.0
804,1638,1054,218,800,254,38,0,2.0
786,1950,1478,351,850,628,250,10,-37.0
864,1813,1200,255,870,330,73,2,-4.0
736,1945,1664,454,604,1060,737,130,1.0
831,1913,1358,305,886,472,141,3,-29.0
732,1946,1591,408,734,857,478,60,-31.0
837,1869,1289,282,886,403,97,1,-25.0
196,300,153,26,150,3,0,0,23.0
862,1910,1328,296,880,448,150,14,-16.0
304,476,248,43,238,10,0,0,33.0
795,1903,1408,330,836,572,231,19,-30.0
763,1922,1470,352,828,642,266,17,-41.0
870,1665,1025,205,820,205,25,0,25.0
810,1796,1235,270,850,385,96,2,-21.0
846,1805,1211,260,862,349,81,0,-8.0
754,1932,1542,389,750,792,432,54,-25.0
898,1799,1147,236,878,269,43,0,10.0
760,1408,842,164,700,142,8,0,30.0
568,884,458,79,442,16,0,0,63.0
792,1973,1492,353,866,626,241,10,-42.0
734,1954,1629,430,678,951,598,98,-21.0
840,1500,876,168,744,132,12,0,48.0
16,24,12,2,12,0,0,0,2.0
682,1167,657,122,582,75,3,0,50.0
854,1557,925,180,770,155,17,0,42.0
881,1881,1264,272,896,368,89,1,-8.0
744,1977,1628,420,736,892,505,58,-25.0
834,1899,1334,297,886,448,127,4,-28.0
792,1752,1205,264,826,379,100,4,-19.0
826,1553,942,186,768,174,17,0,29.0
786,1463,881,173,724,157,15,0,31.0
868,1814,1200,255,870,330,74,0,-1.0
728,1945,1720,500,440,1280,1065,282,3.0
725,1937,1646,442,640,1006,657,101,-8.0
830,1879,1332,301,858,474,163,8,-18.0
678,1217,713,137,604,109,9,0,37.0
804,1877,1344,304,864,480,149,6,-33.0
783,1960,1507,365,824,683,312,29,-35.0
826,1689,1092,227,822,270,45,0,2.0
828,1552,939,185,768,171,16,0,30.0
576,950,519,94,474,45,2,0,51.0
610,1009,552,100,504,48,1,0,53.0
562,937,516,94,468,48,1,0,47.0
852,1809,1199,254,874,325,61,2,-12.0
512,828,444,79,414,30,0,0,49.0
734,1949,1694,476,532,1162,885,196,3.0
800,1948,1458,344,852,606,244,16,-34.0
806,1593,1003,204,782,221,29,0,12.0
785,1902,1423,336,830,593,242,15,-30.0
814,1567,966,193,774,192,19,0,20.0
801,1664,1101,235,792,309,80,3,3.0
810,1567,975,197,768,207,31,0,21.0
540,894,490,89,446,44,2,0,47.0
746,1962,1588,403,758,830,446,50,-31.0
762,1319,749,140,658,91,3,0,52.0
304,480,252,44,240,12,0,0,32.0
849,1954,1370,303,922,448,110,3,-38.0
820,1598,998,202,784,214,30,0,18.0
713,1933,1628,431,670,958,593,89,-23.0
842,1589,968,192,784,184,21,0,29.0
846,1789,1183,250,866,317,57,0,-10.0
730,1289,744,141,642,102,5,0,44.0
464,744,396,70,372,24,0,0,46.0
844,1564,937,183,776,161,12,0,34.0
855,1788,1172,246,868,304,52,1,-7.0
727,1943,1692,477,522,1170,899,207,-1.0
738,1958,1570,391,794,776,370,26,-41.0
740,1262,708,131,630,78,2,0,55.0
757,1965,1560,388,792,768,381,37,-36.0
650,1113,628,117,554,74,5,0,48.0
762,1969,1546,379,818,728,333,24,-40.0
494,809,439,79,404,35,1,0,45.0
838,1647,1040,213,802,238,43,0,18.0
744,1373,824,162,676,148,21,2,33.0
844,1634,1014,204,804,210,26,0,20.0
878,1861,1235,262,898,337,65,0,-10.0
420,680,365,65,340,25,0,0,40.0
875,1748,1115,230,850,265,48,1,12.0
732,1945,1598,411,730,868,485,54,-26.0
724,1260,719,135,628,91,4,0,48.0
743,1378,831,164,678,153,22,1,32.0
737,1958,1624,424,704,920,550,75,-21.0
256,400,208,36,200,8,0,0,28.0
800,1929,1422,330,864,558,201,10,-37.0
857,1849,1244,267,886,358,77,1,-15.0
842,1683,1069,219,824,245,35,0,9.0
725,1955,1665,449,636,1029,683,117,-14.0
860,1738,1114,230,848,266,42,0,6.0
816,1752,1178,253,838,340,76,0,-11.0
754,1359,797,153,676,121,7,0,39.0
873,1853,1240,266,884,356,85,1,-6.0
751,1910,1470,353,822,648,266,13,-42.0
156,236,119,20,118,1,0,0,19.0
868,1752,1121,231,856,265,40,0,6.0
722,1952,1646,436,676,970,600,86,-20.0
838,1763,1162,245,854,308,55,0,-8.0
814,1465,861,166,726,135,13,0,44.0
856,1879,1287,281,888,399,103,2,-17.0
824,1942,1418,328,868,550,206,12,-28.0
722,1958,1686,461,606,1080,746,138,-11.0
859,1656,1031,209,808,223,40,1,25.0
734,1940,1663,458,578,1085,784,158,-1.0
852,1746,1136,238,844,292,58,0,4.0
140,212,107,18,106,1,0,0,17.0
737,1940,1549,385,788,761,364,27,-39.0
872,1822,1191,249,888,303,46,0,-8.0
768,1364,792,151,678,114,8,0,45.0
784,1430,847,164,710,137,10,0,37.0
800,1476,882,172,732,150,12,0,34.0
842,1703,1091,225,832,259,39,0,5.0
831,1526,911,178,754,157,18,1,38.0
806,1499,908,180,736,172,27,0,35.0
164,248,125,21,124,1,0,0,20.0
827,1834,1275,283,852,423,130,5,-15.0
779,1946,1479,353,840,639,266,21,-41.0
798,1525,935,186,754,181,17,0,22.0
833,1793,1208,260,856,352,81,1,-12.0
778,1435,859,168,710,149,15,0,34.0
460,728,383,67,364,19,0,0,48.0
872,1782,1147,237,872,275,38,0,0.0
822,1633,1037,213,796,241,41,0,13.0
741,1933,1538,382,784,754,365,29,-36.0
871,1796,1168,244,872,296,52,1,-1.0
812,1536,945,190,750,195,36,0,31.0
846,1875,1311,293,864,447,147,4,-11.0
736,1934,1552,390,764,788,406,44,-36.0
874,1922,1321,290,902,419,118,6,-17.0
729,1944,1724,507,406,1318,1132,319,2.0
878,1685,1039,208,830,209,25,0,24.0
762,1996,1589,394,814,775,368,26,-39.0
820,1506,900,176,744,156,18,0,38.0
746,1337,780,149,666,114,5,0,40.0
728,1939,1707,491,468,1239,1003,250,5.0
841,1849,1260,273,882,378,85,1,-21.0
874,1891,1271,272,910,361,71,0,-18.0
762,1988,1620,415,750,870,488,54,-21.0
859,1652,1025,207,808,217,36,1,25.0
821,1641,1051,218,794,257,53,1,13.0
765,1981,1558,383,818,740,345,29,-41.0
808,1392,788,147,694,94,4,0,57.0
810,1573,980,198,772,208,29,0,19.0
610,1045,588,109,522,66,1,0,44.0
818,1645,1046,214,808,238,29,0,5.0
731,1944,1667,458,586,1081,772,153,-4.0
706,1267,745,144,626,119,15,0,40.0
700,1190,666,123,594,72,2,0,53.0
392,620,326,57,310,16,0,0,41.0
824,1720,1139,243,820,319,80,4,0.0
678,1221,715,137,608,107,5,0,35.0
879,1828,1206,256,876,330,76,1,1.0
729,1954,1623,422,714,909,526,63,-24.0
530,869,472,85,434,38,1,0,48.0
680,1138,631,116,566,65,6,0,57.0
837,1901,1330,295,890,440,121,5,-29.0
832,1588,972,193,786,186,16,0,23.0
852,1701,1083,223,828,255,45,2,11.0
810,1955,1432,329,890,542,175,4,-42.0
758,1381,819,159,684,135,13,0,37.0
862,1824,1220,262,868,352,88,2,-4.0
822,1954,1418,324,892,526,170,6,-38.0
808,1956,1458,343,858,600,240,16,-33.0
777,1930,1457,345,844,613,242,15,-41.0
872,1746,1109,227,856,253,34,0,8.0
692,1190,672,125,594,78,2,0,49.0
834,1563,945,186,774,171,15,0,30.0
680,1214,707,135,604,103,6,0,38.0
903,1792,1138,234,872,266,48,1,15.0
839,1965,1416,323,894,522,177,11,-33.0
820,1893,1337,298,886,451,121,2,-34.0
857,1885,1282,277,902,380,81,1,-23.0
816,1861,1302,288,876,426,109,2,-31.0
806,1617,1031,212,790,241,37,0,8.0
744,1964,1612,415,734,878,496,56,-23.0
760,1944,1518,372,804,714,336,32,-38.0
856,1798,1193,254,862,331,74,0,-3.0
805,1974,1472,345,874,598,226,15,-42.0
878,1763,1130,234,856,274,51,0,11.0
810,1501,900,176,744,156,13,0,33.0
834,1523,905,176,754,151,15,0,40.0
800,1394,795,149,696,99,2,0,52.0
836,1723,1126,237,830,296,63,2,2.0
728,1944,1718,497,454,1264,1036,264,5.0
819,1963,1429,327,896,533,171,7,-42.0
863,1812,1190,250,880,310,52,1,-9.0
728,1940,1710,496,444,1266,1052,280,2.0
809,1948,1431,330,882,549,184,3,-38.0
880,1823,1197,253,876,321,71,2,1.0
818,1942,1406,321,886,520,170,10,-39.0
562,955,535,99,476,59,3,0,43.0
853,1863,1266,274,888,378,87,1,-18.0
728,1939,1688,477,514,1174,911,214,0.0
770,1959,1534,378,800,734,359,36,-33.0
727,1939,1715,500,430,1285,1079,291,3.0
734,1940,1610,423,682,928,576,90,-19.0
822,1937,1389,314,894,495,149,8,-40.0
812,1950,1457,345,844,613,262,20,-26.0
0,0,0,0,0,0,0,0,0.0
208,316,160,27,158,2,0,0,25.0
846,1697,1091,227,820,271,57,0,13.0
796,1883,1356,307,870,486,143,2,-38.0
713,1943,1665,450,630,1035,683,113,-15.0
789,1950,1456,340,872,584,206,7,-45.0
676,1148,641,118,574,67,0,0,51.0
264,416,218,38,208,10,0,0,28.0
814,1827,1272,281,858,414,111,0,-22.0
816,1999,1500,354,876,624,247,14,-37.0
837,1929,1374,310,888,486,153,5,-28.0
690,1197,680,127,598,82,1,0,46.0
750,1989,1610,408,772,838,445,52,-37.0
836,1930,1376,311,886,490,158,8,-29.0
869,1941,1359,304,894,465,153,9,-17.0
850,1840,1241,267,880,361,80,2,-16.0
744,1298,741,139,648,93,2,0,48.0
745,1948,1544,383,790,754,368,39,-42.0
364,584,311,55,292,19,0,0,36.0
866,1663,1035,210,810,225,43,0,28.0
868,1895,1288,279,902,386,91,2,-18.0
726,1945,1710,490,480,1230,985,244,1.0
874,1777,1140,235,870,270,37,0,2.0
726,1275,734,139,634,100,7,0,46.0
784,1811,1299,296,822,477,167,10,-24.0
852,1608,979,194,794,185,20,0,29.0
618,1029,566,103,514,52,1,0,52.0
560,944,524,96,472,52,0,0,44.0
836,1542,926,182,760,166,22,0,38.0
786,1946,1457,342,862,595,222,14,-45.0
798,1587,1002,204,780,222,27,0,9.0
826,1911,1365,309,876,489,159,8,-29.0
813,1707,1128,239,822,306,63,1,-5.0
737,1942,1570,399,746,824,450,59,-34.0
866,1962,1376,306,916,460,130,2,-26.0
865,1894,1294,282,896,398,102,3,-17.0
688,1204,692,131,598,94,8,0,45.0
773,1790,1269,284,834,435,122,3,-32.0
840,1572,954,189,774,180,24,0,33.0
882,1808,1171,244,878,293,52,2,1.0
730,1952,1660,449,626,1034,700,126,-11.0
730,1940,1708,493,458,1250,1024,262,5.0
800,1904,1400,326,844,556,216,16,-30.0
769,1973,1533,373,828,705,317,29,-44.0
727,1942,1704,484,504,1200,934,213,5.0
753,1942,1558,393,758,800,426,43,-24.0
0,0,0,0,0,0,0,0,0.0
791,1902,1396,322,860,536,182,5,-37.0
204,312,159,27,156,3,0,0,24.0
867,1828,1209,256,882,327,64,1,-8.0
764,1372,803,154,682,121,8,0,41.0
774,1487,918,184,732,186,23,0,21.0
868,1680,1045,211,824,221,32,0,22.0
774,1882,1409,333,820,589,242,18,-32.0
688,1130,615,111,564,51,2,0,62.0
728,1941,1698,483,498,1200,945,226,2.0
822,1503,892,173,746,146,11,0,38.0
822,1589,981,196,786,195,17,0,18.0
816,1626,1041,216,786,255,54,0,15.0
854,1847,1254,272,876,378,95,0,-11.0
757,1954,1517,367,832,685,290,19,-47.0
768,1953,1504,362,836,668,281,18,-43.0
827,1893,1333,297,884,449,125,3,-30.0
804,1522,930,185,750,180,22,0,27.0
756,1928,1513,373,788,725,352,32,-32.0
840,1900,1335,298,882,453,136,4,-23.0
696,1216,696,131,606,90,4,0,45.0
735,1947,1573,397,764,809,419,43,-36.0
845,1841,1276,284,848,428,145,5,-4.0
717,1948,1613,417,724,889,500,63,-35.0
736,1314,765,146,654,111,6,0,41.0
762,1963,1573,398,758,815,447,56,-26.0
864,1859,1255,271,884,371,91,2,-11.0
842,1848,1278,283,858,420,132,6,-11.0
891,1708,1049,209,844,205,20,1,23.0
805,1686,1113,236,810,303,66,3,-4.0
839,1806,1213,260,866,347,74,1,-14.0
756,1946,1523,373,808,715,330,28,-40.0
803,1920,1430,338,832,598,256,21,-25.0
812,1740,1165,249,836,329,68,0,-12.0
730,1942,1718,501,430,1288,1082,290,5.0
844,1855,1274,279,874,400,107,2,-16.0
799,1960,1443,332,894,549,172,5,-50.0
356,560,293,51,280,13,0,0,38.0
866,1723,1095,225,840,255,43,0,13.0
748,1951,1595,412,718,877,515,70,-20.0
877,1877,1253,267,904,349,69,1,-14.0
787,1977,1508,361,850,658,277,23,-43.0
874,1831,1209,256,882,327,67,0,-4.0
740,1947,1591,408,734,857,479,54,-24.0
506,809,430,76,404,26,1,0,51.0
624,1038,571,104,518,53,2,0,53.0
877,1882,1269,274,894,375,94,3,-10.0
729,1943,1725,509,396,1329,1151,329,2.0
833,1794,1216,264,848,368,98,3,-9.0
758,1988,1577,390,814,763,360,30,-43.0
814,1629,1035,212,798,237,33,0,8.0
763,1913,1485,362,798,687,317,19,-27.0
806,1881,1353,308,858,495,165,8,-30.0
742,1940,1545,386,774,771,392,46,-39.0
728,1942,1715,494,466,1249,1010,248,7.0
884,1792,1153,239,872,281,48,0,6.0
196,304,157,27,152,5,0,0,22.0
300,460,235,40,230,5,0,0,35.0
802,1697,1122,237,822,300,53,0,-10.0
400,648,348,62,324,24,0,0,38.0
684,1166,654,121,582,72,2,0,51.0
628,1036,565,102,518,47,0,0,55.0
774,1399,822,158,696,126,7,0,39.0
807,1961,1458,341,870,588,221,11,-37.0
862,1853,1241,265,892,349,69,0,-15.0
516,824,437,77,412,25,0,0,52.0
838,1770,1183,254,842,341,86,2,-3.0
770,1990,1564,383,830,734,330,18,-39.0
848,1590,965,191,784,181,22,0,32.0
863,1694,1069,219,824,245,46,1,19.0
576,928,496,88,464,32,0,0,56.0
803,1644,1069,224,794,275,56,1,4.0
348,560,299,53,280,19,0,0,34.0
815,1724,1150,246,824,326,76,1,-5.0
810,1917,1390,318,872,518,173,8,-35.0
782,1947,1491,359,828,663,291,20,-33.0
776,1867,1377,320,834,543,199,10,-34.0
839,1813,1232,268,856,376,101,3,-10.0
790,1917,1410,325,870,540,177,4,-42.0
852,1626,1002,201,798,204,30,0,27.0
392,608,314,54,304,10,0,0,44.0
852,1968,1409,320,898,511,172,8,-27.0
788,1940,1433,331,880,553,180,8,-50.0
598,1011,564,104,504,60,3,0,47.0
558,935,518,95,466,52,3,0,46.0
700,1186,662,122,592,70,2,0,54.0
813,1875,1335,301,864,471,147,5,-28.0
726,1947,1696,475,542,1154,863,184,0.0
878,1812,1184,249,874,310,64,2,1.0
803,1814,1258,276,860,398,94,1,-29.0
787,1967,1488,352,864,624,239,11,-44.0
866,1811,1189,250,878,311,55,0,-6.0
841,1868,1290,284,876,414,116,7,-21.0
454,729,389,69,364,25,1,0,45.0
478,773,415,74,386,29,1,0,46.0
806,1762,1197,259,840,357,82,2,-18.0
850,1895,1305,285,900,405,95,0,-25.0
811,1836,1295,291,844,451,148,9,-21.0
828,1681,1089,228,810,279,61,2,8.0
812,1664,1083,227,804,279,56,0,4.0
344,548,290,51,274,16,0,0,35.0
806,1929,1404,322,876,528,177,12,-41.0
738,1303,753,143,648,105,7,0,45.0
823,1827,1261,277,860,401,107,3,-20.0
780,1938,1461,345,852,609,234,12,-42.0
732,1951,1679,463,580,1099,791,158,-3.0
855,1836,1242,269,870,372,96,1,-8.0
804,1902,1384,318,860,524,182,8,-32.0
706,1237,712,135,614,98,9,0,46.0
116,180,93,16,90,3,0,0,13.0
859,1756,1141,239,848,293,60,1,5.0
852,1659,1036,210,812,224,35,2,19.0
853,1819,1216,260,872,344,75,1,-10.0
784,1500,926,186,736,190,28,0,24.0
796,1885,1362,310,864,498,157,6,-37.0
576,944,512,92,472,40,0,0,52.0
868,1690,1056,214,828,228,34,0,20.0
806,1991,1494,352,876,618,239,16,-43.0
