Pattern 1,Pattern 2,Pattern 3,Pattern 4,Pattern 5,Pattern 6,Pattern 7,Pattern 8,Pattern 9,Pattern 10,Pattern 11,Pattern 12,Pattern 13,Pattern 14,Pattern 15,Pattern 16,Contact_perimeter_8_Async
241,102,104,55,104,58,49,22,107,47,53,26,50,26,27,18,926
116,77,68,76,79,68,46,60,76,44,80,53,66,64,59,57,1006
503,107,112,27,113,20,19,1,110,21,18,4,23,5,4,2,624
23,33,29,57,34,53,33,104,27,41,64,92,58,97,98,246,894
2,9,4,36,10,21,6,66,7,9,29,58,32,64,64,672,430
0,5,5,26,2,29,0,14,2,0,29,14,32,11,11,909,180
149,91,93,53,90,70,65,43,88,67,70,43,59,40,40,28,1044
3,9,10,34,10,34,11,83,13,12,30,83,30,83,87,557,552
67,66,70,74,70,74,62,62,73,65,67,63,67,63,69,77,1072
1073,4,4,0,4,0,0,0,4,0,0,0,0,0,0,0,16
412,121,104,36,106,26,36,12,114,24,35,7,41,9,5,1,736
1,6,10,31,5,37,6,63,12,4,26,69,30,64,69,656,442
138,84,88,72,85,75,55,41,90,60,66,40,69,37,47,42,1024
1001,22,22,0,22,0,0,0,22,0,0,0,0,0,0,0,88
136,101,91,63,83,53,59,55,93,54,53,50,79,42,47,30,1036
44,45,57,85,54,60,42,75,46,51,56,78,87,75,76,158,980
212,105,96,50,103,64,54,28,98,48,78,25,50,32,21,25,954
75,76,73,73,82,70,56,63,70,58,85,58,70,67,57,56,1072
9,19,18,42,20,43,22,101,17,22,47,100,42,102,99,386,738
26,39,40,54,42,59,37,101,35,43,65,96,56,98,97,201,942
205,100,102,65,100,58,53,28,104,57,52,26,63,24,32,20,974
38,42,39,76,41,63,57,87,38,45,69,96,78,98,83,139,1014
155,88,98,51,98,64,59,44,84,72,68,41,55,41,40,31,1034
215,104,104,53,112,53,54,26,103,52,62,28,46,36,25,16,964
246,109,106,57,102,43,47,29,108,42,40,31,62,27,28,12,920
28,25,31,50,32,62,39,92,27,38,61,99,47,100,94,264,874
79,72,79,67,72,73,45,69,64,53,74,68,82,61,61,70,1038
30,43,37,53,35,54,54,96,39,39,56,105,59,103,92,194,958
83,76,85,67,76,74,53,56,73,53,68,65,79,56,53,72,1040
212,105,106,51,101,56,38,40,103,46,53,33,58,28,38,21,940
207,100,117,56,114,62,51,19,111,57,48,30,48,27,30,12,978
47,61,48,66,51,61,60,85,54,51,71,81,70,84,78,121,1032
260,105,109,42,104,56,47,27,103,53,53,25,49,20,25,11,918
2,8,13,26,9,41,10,72,10,12,35,75,28,71,74,603,506
23,37,37,65,39,53,45,93,29,35,63,103,71,105,85,206,940
89,78,91,68,89,74,67,43,89,69,61,54,59,52,54,52,1084
179,91,99,56,99,68,60,33,84,66,75,35,63,35,26,20,1016
294,113,115,39,115,57,32,18,116,34,54,18,36,18,21,9,852
5,13,14,46,16,38,14,93,20,16,33,92,37,94,100,458,656
448,106,116,24,118,32,24,6,108,35,32,5,20,7,8,0,700
143,89,87,57,82,71,52,52,90,55,65,47,61,42,53,43,1010
216,121,102,37,106,58,61,29,115,48,68,23,39,27,23,16,966
61,58,56,63,59,61,59,83,54,64,68,76,64,79,79,105,1046
95,72,73,76,75,67,70,55,82,72,59,54,64,56,65,54,1082
0,3,5,28,3,32,0,38,5,6,28,34,28,32,40,807,288
12,25,25,46,26,46,29,101,23,25,49,105,47,106,99,325,806
27,45,39,63,34,63,48,99,51,51,52,90,62,85,105,175,986
104,77,81,72,81,66,60,48,81,57,62,55,68,55,52,70,1032
33,42,42,72,46,58,48,88,47,46,57,90,63,94,93,170,980
5,26,22,45,18,41,34,103,21,28,42,105,54,101,98,346,800
93,76,77,67,75,60,76,57,74,65,60,69,71,67,55,47,1090
166,96,90,58,95,62,55,44,98,55,65,38,51,43,46,27,1006
253,110,111,50,113,53,51,19,114,54,51,17,44,19,23,7,934
42,41,49,78,53,65,53,75,53,50,57,86,62,90,87,148,1002
25,42,33,72,42,59,44,97,35,47,75,85,70,94,90,179,976
24,33,34,40,26,60,43,105,31,40,54,109,50,101,103,236,912
162,90,94,64,94,55,60,42,86,64,59,42,68,42,38,29,1022
68,66,63,60,60,94,52,70,72,51,85,68,57,65,76,82,1042
50,73,69,54,60,64,62,80,62,63,66,75,74,66,69,102,1062
72,73,55,61,57,64,69,73,73,47,66,77,59,79,73,91,1042
258,105,103,55,108,49,47,23,104,42,55,26,51,31,22,10,910
47,60,69,63,64,63,44,84,58,52,60,85,70,80,82,108,1030
12,16,14,44,20,44,30,96,12,30,54,94,42,100,92,389,748
16,21,17,63,19,53,38,100,22,38,54,96,60,98,101,293,856
144,88,82,73,83,58,58,43,86,47,61,48,74,49,41,54,996
602,92,100,17,99,18,12,0,92,17,17,3,18,2,0,0,516
219,107,102,63,105,52,52,25,106,49,56,23,61,26,24,19,952
30,43,54,63,52,62,47,91,49,51,54,98,59,96,97,143,1014
100,78,76,53,76,79,57,62,74,57,83,60,57,60,58,59,1044
323,119,116,34,119,43,48,10,120,46,45,9,30,12,11,4,856
73,71,64,64,65,73,70,66,73,60,72,69,61,70,68,70,1076
23,32,24,54,23,67,45,101,26,45,72,93,61,92,95,236,920
35,47,55,66,53,75,57,82,52,59,68,88,63,86,87,116,1054
23,37,34,51,36,56,47,101,39,37,56,108,47,110,103,204,946
47,49,44,79,56,51,56,85,54,61,58,75,62,87,90,135,1024
6,14,12,40,13,31,27,96,8,20,38,101,45,102,90,446,684
107,89,78,70,78,63,65,53,89,54,63,53,70,53,53,51,1050
90,77,82,61,78,71,68,57,76,69,68,61,66,57,56,52,1084
13,26,25,51,27,48,44,100,27,39,49,104,48,106,101,281,878
108,89,86,59,82,72,68,50,91,62,66,53,61,49,52,41,1070
88,73,74,55,70,74,58,63,77,52,66,70,55,66,67,81,1030
83,69,87,59,81,75,68,47,75,74,63,59,59,53,53,84,1064
43,63,59,59,53,69,58,76,59,45,67,85,69,79,72,133,1016
78,71,75,67,73,67,55,68,64,62,72,65,76,63,61,72,1056
72,58,64,55,55,54,62,78,53,63,50,83,69,74,73,126,1016
87,80,70,56,65,72,57,73,71,63,76,57,70,52,64,76,1046
112,99,79,68,90,48,54,62,88,50,70,46,68,57,51,47,1034
12,13,17,42,16,53,33,95,19,29,46,103,37,102,101,371,768
111,89,93,77,89,65,46,51,85,50,65,51,85,47,47,38,1036
123,78,85,61,80,80,74,40,84,73,69,48,60,43,46,45,1068
81,56,64,63,68,59,56,78,57,68,62,74,58,78,79,88,1044
6,15,17,44,17,47,29,103,16,29,46,105,43,105,104,363,778
48,59,65,67,62,60,45,84,52,56,64,79,77,76,77,118,1024
139,87,84,78,88,57,65,39,95,54,53,47,66,51,47,39,1030
33,41,43,55,37,61,60,87,38,47,58,102,64,96,84,183,980
0,9,8,29,12,26,2,57,11,4,28,54,23,58,59,709,386
495,104,109,19,106,32,23,5,105,27,28,6,21,3,6,0,644
319,102,115,41,107,43,39,22,103,56,34,18,48,10,23,9,856
37,48,44,61,46,68,64,97,43,66,75,91,64,93,92,100,1082
129,85,81,64,82,82,52,51,89,56,79,43,59,44,55,38,1030
62,68,71,54,62,75,41,83,64,54,70,73,67,64,79,102,1020
3,26,22,61,17,48,40,93,29,35,40,94,63,89,96,333,828
871,49,51,1,51,5,2,0,49,4,5,0,1,0,0,0,224
147,98,100,69,97,71,45,41,105,57,61,31,65,28,48,26,1018
3,16,16,45,19,37,24,104,18,21,38,107,40,110,106,385,746
985,23,25,2,25,0,1,0,23,3,0,0,2,0,0,0,108
84,85,76,71,70,71,58,61,80,56,70,54,82,48,56,67,1052
15,33,30,48,31,57,46,104,31,52,60,95,49,96,102,240,932
86,67,77,85,77,74,60,50,82,57,59,63,70,63,65,54,1066
53,52,67,66,63,68,69,70,56,70,60,84,66,80,74,91,1084
495,101,102,22,101,27,27,8,96,26,31,10,28,9,3,3,644
17,28,38,64,37,69,44,96,25,50,71,100,68,99,93,190,976
908,41,40,4,40,2,4,0,42,3,1,0,3,0,1,0,188
422,114,120,24,120,32,20,9,112,24,34,11,26,11,7,3,708
121,89,85,59,80,59,64,55,84,54,59,61,69,56,50,44,1042
0,1,1,31,1,31,0,0,1,0,31,0,31,0,0,961,128
26,30,32,55,33,44,33,97,28,41,47,91,56,92,95,289,848
468,113,110,32,114,21,24,4,112,21,26,4,29,8,3,0,666
85,53,54,64,56,68,60,75,54,60,69,76,61,78,76,100,1024
889,42,46,6,46,2,2,0,43,6,1,0,5,0,1,0,208
17,36,32,53,27,68,40,107,36,54,63,89,58,84,107,218,948
128,74,91,64,88,67,58,46,77,66,61,55,64,52,49,49,1036
118,86,79,74,83,58,55,56,87,51,61,53,69,57,57,45,1032
128,81,79,65,84,63,52,55,83,48,66,57,58,62,57,51,1010
80,80,80,68,76,73,51,69,77,65,72,55,75,51,66,51,1074
130,87,77,73,79,67,62,53,94,63,62,42,64,44,60,32,1052
14,26,24,60,21,55,30,101,29,25,49,104,60,101,104,286,844
2,5,6,30,4,33,7,53,6,2,30,59,31,57,54,710,386
8,26,19,46,24,39,29,96,20,18,50,100,47,105,90,372,756
47,60,50,68,49,61,59,93,53,72,67,70,76,69,86,109,1064
13,19,23,45,24,61,32,103,22,29,59,110,41,111,106,291,846
91,77,64,78,65,62,54,65,74,48,66,58,80,59,62,86,1014
6,14,24,42,15,54,24,89,19,22,40,101,46,92,94,407,722
126,85,84,59,82,59,64,54,84,62,58,55,62,53,53,49,1040
32,41,47,73,47,68,48,88,49,48,60,94,65,94,96,139,1014
154,106,98,66,92,63,61,34,113,50,50,37,65,31,41,28,1018
76,67,72,67,80,57,55,75,62,71,70,64,64,72,70,67,1072
235,102,102,63,103,54,40,30,98,44,59,26,66,27,26,14,924
207,101,100,62,95,68,40,30,109,32,55,37,59,32,38,24,930
121,99,95,72,100,44,58,52,92,66,56,40,74,45,45,30,1062
522,106,103,27,101,18,21,6,104,20,18,4,31,2,4,2,606
699,88,82,7,84,6,10,2,87,6,9,0,6,2,1,0,406
39,44,40,66,42,64,59,84,51,50,59,89,57,91,91,163,996
1,6,3,34,6,31,13,68,2,13,38,65,35,68,64,642,472
149,88,98,66,97,65,52,35,89,47,63,50,66,49,36,39,1000
625,94,94,16,93,11,14,2,95,14,9,2,16,1,3,0,492
64,65,66,62,68,73,58,78,66,70,74,67,59,69,79,71,1082
200,84,99,60,101,54,47,36,85,58,55,40,57,42,37,34,960
6,11,9,29,11,31,10,92,10,17,34,83,28,85,91,542,568
155,100,83,75,98,43,68,40,100,63,58,28,60,43,40,35,1030
205,96,107,67,102,44,56,27,90,49,45,45,78,40,21,17,972
2,2,4,31,5,28,1,18,6,1,25,20,26,21,22,877,212
6,9,19,53,17,57,37,89,20,25,44,111,44,109,100,349,796
59,63,56,71,62,57,64,77,55,57,71,77,73,83,69,95,1056
397,100,107,34,103,47,35,9,102,37,41,14,36,10,11,6,758
719,81,79,6,80,8,11,0,83,9,7,0,3,1,2,0,390
64,51,51,75,56,71,62,73,48,62,79,73,73,78,70,103,1046
243,104,114,45,107,59,54,22,109,64,47,22,47,15,27,10,954
90,80,68,69,74,76,54,62,86,47,76,57,57,63,68,62,1038
1,12,6,34,13,21,10,75,10,7,30,72,29,79,73,617,488
2,6,7,30,4,27,0,38,5,1,25,38,34,35,37,800,288
312,113,103,43,97,56,46,17,113,36,50,17,49,11,17,9,850
458,112,112,29,113,25,25,6,110,27,28,4,30,5,4,1,682
11,15,17,45,19,43,29,90,20,26,40,95,38,97,95,409,724
896,43,44,5,46,2,0,0,43,1,4,0,3,2,0,0,194
44,64,69,59,65,84,49,77,58,62,86,69,69,65,71,98,1058
155,100,87,62,92,57,63,47,94,62,68,35,63,40,41,23,1036
115,79,71,66,73,63,64,62,77,62,67,56,66,58,60,50,1050
8,22,19,51,18,53,32,105,17,25,57,109,57,108,100,308,830
32,37,40,56,33,60,40,95,38,46,52,92,62,85,96,225,918
1,3,3,30,5,30,3,53,5,5,30,51,26,53,55,736,360
6,15,11,46,19,33,24,87,16,20,40,87,37,95,88,465,662
112,87,89,67,91,60,62,49,79,68,70,45,73,47,41,49,1058
131,87,81,67,85,71,72,40,93,56,69,50,57,54,46,30,1056
466,94,103,33,103,37,21,8,98,26,33,12,29,12,12,2,668
102,77,79,65,79,75,62,54,78,64,74,54,64,54,55,53,1060
543,110,110,24,109,9,13,4,107,14,11,3,28,2,1,1,572
69,72,62,55,60,71,59,78,63,59,78,68,66,66,69,94,1044
77,61,61,65,60,81,52,69,70,55,71,66,57,65,78,101,1018
2,5,6,33,6,29,5,56,4,5,30,57,34,57,55,705,392
46,55,52,63,47,61,57,86,53,58,58,82,70,77,84,140,1018
2,7,8,41,10,43,6,86,11,11,41,82,35,84,90,532,572
9,17,17,36,14,44,24,93,14,18,44,99,42,96,90,432,690
299,111,118,47,112,44,36,18,105,38,44,23,59,17,12,6,858
97,78,79,67,79,60,66,58,71,65,67,60,74,60,51,57,1066
163,99,107,54,101,60,66,31,96,62,57,43,63,37,28,22,1032
102,78,70,65,65,65,61,70,74,64,64,59,74,54,66,58,1054
15,31,33,54,30,58,42,95,34,40,52,99,54,96,98,258,898
4,19,12,41,13,40,19,111,15,30,45,93,44,94,107,402,732
169,89,92,58,94,69,58,39,94,65,66,35,51,37,44,29,1014
390,110,113,32,112,32,27,19,104,37,37,12,39,11,13,1,762
37,38,47,67,55,59,42,85,41,43,64,93,56,101,88,173,964
5,9,10,40,11,40,20,90,12,21,38,90,36,91,93,483,642
271,113,113,44,114,46,42,20,109,41,51,21,47,22,16,19,882
38,61,56,77,57,67,54,73,64,45,65,77,73,78,76,128,1022
12,34,27,51,31,53,33,104,26,32,65,98,55,102,96,270,872
354,112,126,38,128,36,32,5,115,39,35,12,33,14,8,2,804
427,112,109,35,110,21,34,9,112,31,22,9,34,10,9,5,722
293,116,125,40,133,31,36,17,115,49,40,13,33,21,16,11,870
93,79,69,82,80,62,66,52,79,56,73,52,71,63,52,60,1058
242,110,104,55,109,49,48,28,108,51,56,19,52,24,26,8,938
77,67,64,63,60,65,61,79,56,62,72,75,78,71,68,71,1064
58,71,70,67,66,69,72,69,66,67,70,73,76,69,64,62,1108
916,39,40,3,40,4,0,0,39,1,4,0,3,0,0,0,174
228,100,93,67,98,41,43,41,96,50,50,27,66,32,37,20,934
117,84,94,63,94,76,54,44,88,56,72,52,59,52,48,36,1046
21,42,41,67,46,55,51,92,45,48,57,94,59,99,95,177,990
1,4,5,27,1,34,0,18,4,0,30,19,31,15,18,882,206
2,8,8,35,9,39,11,78,12,11,36,78,30,79,82,571,538
6,15,20,53,24,42,27,99,25,33,36,98,39,102,109,361,782
73,75,74,83,77,57,58,60,73,58,62,59,82,62,58,78,1054
501,101,108,22,104,31,20,5,103,24,25,8,24,4,7,2,630
151,98,94,57,87,71,54,46,98,57,64,39,64,32,46,31,1018
125,85,89,59,87,69,67,41,84,58,68,54,62,52,40,49,1040
574,98,93,19,92,28,14,4,96,7,29,6,22,5,2,0,536
68,59,68,72,63,68,66,67,57,65,65,77,79,72,65,78,1074
47,53,48,65,50,68,61,77,57,47,66,86,59,88,81,136,1014
39,56,54,66,54,70,52,89,49,59,77,80,73,80,82,109,1052
130,101,90,54,77,65,61,56,94,53,59,53,74,40,49,33,1040
1,9,5,25,9,32,6,61,5,3,40,60,25,64,57,687,410
177,118,95,57,102,52,52,40,106,42,71,27,62,34,28,26,980
573,104,110,12,108,7,18,3,104,24,5,3,14,1,3,0,558
4,16,19,39,17,45,24,95,14,19,45,103,43,101,93,412,716
142,80,93,57,98,63,56,45,80,65,68,49,52,54,45,42,1026
15,23,21,53,28,61,41,100,26,45,65,94,43,101,103,270,890
119,88,91,77,86,58,64,44,92,56,49,55,78,50,48,34,1056
586,101,101,13,98,13,16,5,98,16,13,5,19,2,2,1,534
9,26,21,66,28,54,38,100,28,35,59,98,57,105,102,263,890
742,75,76,6,76,4,10,1,74,11,5,1,7,1,0,0,368
23,43,31,66,38,56,51,94,55,48,51,85,47,92,106,203,962
88,67,62,66,55,48,59,80,58,52,50,82,82,75,71,94,1018
117,81,79,84,78,66,50,52,80,52,66,48,86,47,51,52,1022
297,117,114,43,118,41,39,20,109,42,53,14,47,18,12,5,868
34,45,50,67,48,63,43,86,42,42,64,92,72,90,83,168,972
96,78,80,66,78,75,65,56,75,68,76,55,71,53,53,44,1082
62,51,69,70,61,81,56,65,54,58,70,81,75,73,68,95,1046
127,95,80,68,87,57,67,49,98,51,61,50,58,57,52,32,1048
312,110,116,43,118,39,42,14,108,44,43,18,43,20,12,7,856
17,26,24,48,25,61,54,95,30,52,58,95,43,96,99,266,912
157,83,98,64,98,65,47,38,86,54,62,46,61,46,41,43,990
1,3,1,31,3,29,1,37,2,0,32,36,30,38,36,809,280
60,66,56,69,70,71,75,64,66,65,85,64,55,78,64,81,1088
478,107,105,34,104,23,26,5,106,24,23,5,36,4,4,5,656
656,85,91,14,93,9,7,3,84,15,12,1,13,3,2,1,454
210,97,94,61,86,66,48,35,100,40,55,40,66,32,38,21,946
92,79,81,62,80,62,50,64,72,56,68,60,70,59,57,77,1026
11,11,12,44,14,46,20,97,11,18,48,100,42,102,97,416,700
76,76,71,56,66,65,59,82,67,67,69,69,70,64,73,59,1080
157,100,87,59,90,52,63,50,93,61,62,39,63,42,43,28,1028
108,90,89,74,82,60,64,49,86,57,57,55,85,48,45,40,1062
651,94,93,8,93,12,10,1,94,8,12,2,8,2,1,0,456
362,117,105,48,115,31,37,8,113,21,45,12,42,22,4,7,778
73,76,64,62,67,59,58,82,64,68,74,60,71,63,70,78,1064
60,61,60,54,54,74,50,83,62,47,67,85,59,79,84,110,1016
88,76,77,81,87,68,73,45,79,66,75,53,68,63,48,42,1098
62,57,58,59,52,62,65,81,58,59,55,88,64,82,82,105,1046
0,1,2,35,2,36,2,39,3,3,34,39,33,39,41,780,314
53,65,56,64,50,73,47,88,61,46,71,80,74,74,84,103,1026
474,105,103,33,105,25,31,4,103,26,29,7,33,9,2,0,672
171,100,96,71,101,50,49,41,99,55,56,31,67,36,40,26,996
145,95,96,56,89,60,62,44,93,54,55,53,65,46,42,34,1026
52,46,62,77,53,68,35,82,57,45,48,88,75,79,93,129,988
399,113,110,31,107,36,39,9,111,35,35,10,36,7,7,4,760
40,36,35,63,37,73,62,87,44,63,67,85,53,87,95,162,1012
180,107,113,47,106,67,54,31,112,53,55,38,49,31,36,10,1006
147,85,102,61,101,63,54,41,90,65,57,47,57,46,46,27,1034
469,110,103,27,102,25,36,6,112,28,22,7,26,6,8,2,682
76,77,62,76,73,57,51,71,70,52,75,55,72,66,64,92,1024
39,37,38,56,36,59,50,101,31,56,63,96,64,94,95,174,982
52,52,66,77,64,69,57,68,60,63,59,76,71,74,76,105,1052
574,93,106,19,106,20,10,1,96,21,17,3,16,3,4,0,546
73,86,61,59,60,72,63,73,74,46,83,65,72,64,61,77,1048
65,73,65,85,66,69,69,60,67,57,76,64,90,65,54,64,1086
512,108,100,17,98,31,32,2,111,20,26,6,16,4,5,1,628
107,89,84,76,86,55,72,44,91,60,55,51,72,53,46,48,1066
29,39,45,73,45,57,39,99,42,57,54,87,70,87,102,164,992
292,116,118,44,119,33,53,16,114,55,36,16,45,17,14,1,904
171,110,120,57,113,61,54,24,108,53,56,35,66,28,22,11,1014
151,85,84,71,82,74,64,37,89,60,68,40,69,38,41,36,1026
214,96,100,53,97,63,44,34,98,49,58,33,54,30,36,30,938
1,8,5,30,7,34,6,76,5,11,39,68,31,70,73,625,480
4,14,13,41,15,40,10,95,12,18,44,86,41,88,93,475,638
307,113,120,51,121,40,35,13,113,43,41,12,50,13,13,4,856
33,37,46,60,41,73,50,88,45,56,60,91,57,86,96,170,992
144,87,100,56,91,69,58,44,87,72,60,43,65,34,44,35,1040
395,104,112,35,117,31,28,13,101,36,39,13,33,18,10,4,754
267,99,104,55,103,46,44,23,103,41,41,31,52,30,27,23,884
113,88,94,57,86,64,59,54,82,65,62,54,71,46,48,46,1054
9,19,19,56,16,44,32,112,17,37,43,107,61,104,110,303,846
7,12,12,54,17,38,34,103,16,26,39,111,45,116,107,352,790
