Pattern 1,Pattern 2,Pattern 3,Pattern 4,Pattern 5,Pattern 6,Pattern 7,Pattern 8,Pattern 9,Pattern 10,Pattern 11,Pattern 12,Pattern 13,Pattern 14,Pattern 15,Pattern 16,Contact_perimeter_8_Async
23,31,28,61,35,59,54,102,31,58,66,95,54,102,102,188,990
306,126,121,44,125,35,35,13,127,33,38,10,39,14,14,9,842
662,87,81,15,82,11,15,3,85,9,14,3,16,4,1,1,450
43,55,58,70,55,65,47,80,52,50,65,80,76,77,77,139,1004
0,2,4,31,3,32,0,25,6,0,27,27,28,26,29,849,240
0,4,2,29,3,27,0,19,1,0,31,17,31,18,16,891,198
63,67,68,79,74,67,58,66,68,60,72,65,72,71,67,72,1072
31,36,47,64,38,68,54,88,42,48,53,105,67,96,94,158,1002
22,38,34,61,31,70,47,103,36,50,69,96,66,93,101,172,992
62,61,60,75,59,65,61,72,65,46,60,86,72,85,76,84,1050
11,23,22,40,23,46,39,107,18,38,52,107,44,108,102,309,846
55,56,76,80,71,69,67,58,66,63,54,82,75,77,68,72,1092
88,71,74,61,76,68,49,70,70,50,71,72,60,74,69,66,1034
30,40,35,52,30,67,45,101,32,36,70,105,65,100,93,188,952
22,17,23,59,24,56,39,95,27,46,47,94,48,95,105,292,860
142,79,93,65,88,73,64,37,90,65,57,50,59,45,48,34,1042
131,82,72,72,76,59,57,58,80,58,65,47,70,51,56,55,1018
154,91,94,62,96,64,52,42,92,55,65,42,59,44,43,34,1008
3,13,11,31,9,40,15,99,6,15,45,97,40,95,92,478,638
199,105,105,59,98,60,55,29,109,53,49,31,62,24,33,18,980
35,44,40,54,47,65,55,95,37,60,79,86,54,93,88,157,1012
10,13,12,47,10,41,20,86,14,11,38,94,48,92,87,466,644
26,33,40,69,35,55,44,84,41,36,42,99,66,94,92,233,910
27,30,42,72,40,51,43,91,37,43,42,103,67,101,98,202,946
928,38,37,2,37,1,3,0,38,2,1,0,2,0,0,0,166
327,113,108,49,106,43,41,15,124,38,30,13,40,11,26,5,836
173,91,93,76,88,65,41,42,90,43,61,42,82,37,41,24,976
33,42,58,50,56,73,50,88,38,60,75,94,56,92,84,140,1026
210,97,116,49,104,71,46,26,101,55,55,36,57,24,30,12,968
9,13,11,42,13,30,19,114,16,33,29,98,37,100,117,408,724
20,33,36,57,32,61,47,90,38,45,52,95,56,91,95,241,920
13,18,13,42,20,41,27,105,11,27,55,100,42,107,98,370,760
575,102,96,17,96,24,19,1,104,13,22,1,15,1,3,0,546
73,66,66,59,58,74,58,72,61,57,71,73,72,65,67,97,1034
128,89,90,70,90,63,64,44,93,60,59,49,66,49,48,27,1058
0,3,2,31,4,31,1,33,4,0,32,33,28,35,34,818,272
71,64,70,69,59,73,62,77,57,68,69,77,87,66,70,50,1098
31,56,46,74,51,71,60,78,53,39,79,89,72,94,75,121,1036
51,58,55,62,50,63,44,94,53,50,63,85,72,80,89,120,1012
92,68,67,72,67,72,67,61,78,61,62,66,62,66,71,57,1068
0,6,8,37,9,40,13,73,10,12,37,76,32,77,77,582,532
348,121,99,38,104,41,39,21,118,29,49,9,36,14,18,5,804
12,28,29,49,26,66,37,106,29,37,62,107,51,104,107,239,912
321,119,109,38,110,49,47,12,118,39,51,10,38,11,11,6,848
130,106,88,44,77,76,56,58,106,44,65,52,55,41,58,33,1026
100,68,76,80,79,74,53,53,74,60,71,54,71,57,59,60,1042
154,93,101,65,101,60,54,37,95,60,58,39,63,39,39,31,1018
992,24,23,0,23,1,1,0,24,0,1,0,0,0,0,0,98
110,92,89,59,91,61,62,54,86,69,69,44,63,46,48,46,1064
153,91,91,71,85,76,50,40,92,49,69,41,76,35,41,29,1006
2,14,12,36,10,37,18,93,10,17,39,92,42,90,89,488,634
642,93,93,4,92,19,15,0,95,14,16,1,3,0,2,0,476
4,12,10,32,9,34,10,74,6,11,39,71,39,70,68,600,506
172,104,89,61,96,69,55,35,112,47,68,28,46,35,43,29,990
163,92,89,54,89,72,45,52,88,58,76,36,58,36,48,33,996
6,12,9,28,10,39,15,81,7,17,45,76,32,77,76,559,556
65,72,72,69,65,63,66,70,70,67,58,69,78,62,68,75,1082
4,14,11,30,11,41,12,95,12,17,43,87,32,87,93,500,614
1,6,8,32,8,31,11,65,6,6,31,72,32,72,65,643,462
107,113,101,52,105,53,67,49,104,65,66,39,57,43,40,28,1086
125,82,73,76,76,65,61,54,85,59,65,47,70,50,57,44,1040
156,102,99,63,98,55,51,45,96,55,60,38,70,37,39,25,1014
913,42,42,0,42,3,1,0,42,1,3,0,0,0,0,0,178
161,91,95,66,92,68,50,41,91,55,65,40,69,37,41,27,1006
36,41,35,69,41,55,44,93,41,38,61,93,63,99,93,187,948
5,12,10,41,14,32,15,89,12,20,36,82,37,86,89,509,610
21,31,49,60,42,65,43,90,29,51,60,100,69,93,88,198,964
257,114,113,49,117,43,49,19,112,45,49,22,47,26,17,10,916
102,80,77,72,86,57,70,54,81,66,65,55,62,64,55,43,1080
20,31,37,72,37,53,60,92,40,64,44,94,63,94,101,187,1006
123,76,79,61,81,62,64,52,70,63,70,56,65,58,46,63,1030
439,117,108,30,108,32,28,7,117,19,32,7,30,7,7,1,696
17,30,32,65,30,66,46,99,35,41,59,106,62,104,104,193,966
0,5,5,29,6,32,4,43,7,4,31,43,26,44,45,765,332
186,104,98,69,106,58,60,25,108,55,62,24,57,32,29,16,1002
10,20,27,44,22,56,33,95,28,34,43,101,41,96,103,336,810
32,44,55,79,56,65,51,84,43,60,67,86,79,87,83,118,1050
351,107,113,39,113,40,35,15,108,42,39,14,38,14,16,5,810
30,43,35,42,29,66,43,95,44,38,59,92,47,86,96,244,896
19,28,24,60,23,67,53,97,32,48,62,98,57,97,101,223,948
757,68,73,10,73,7,3,1,67,7,8,2,11,2,0,0,342
131,78,86,67,84,60,48,59,77,62,59,53,70,51,58,46,1022
14,11,23,57,15,60,34,90,19,28,44,108,57,100,98,331,806
102,79,75,65,76,73,71,54,81,69,72,52,62,53,56,49,1078
7,12,11,60,26,34,28,105,19,27,42,105,38,120,112,343,794
460,115,108,26,109,24,29,7,111,21,29,8,29,9,3,1,678
839,57,53,8,54,3,5,0,57,1,4,0,7,1,0,0,256
284,99,101,65,101,47,48,18,109,50,37,18,55,18,28,11,892
382,113,118,31,117,32,30,13,116,37,28,11,29,10,16,6,768
146,91,95,51,85,69,72,41,98,59,52,58,54,48,48,22,1052
4,10,13,49,12,51,21,94,13,23,47,95,47,94,97,419,710
649,86,95,15,94,8,10,1,85,18,8,2,17,1,0,0,468
75,78,86,60,79,86,55,57,76,64,81,56,69,49,55,63,1070
104,81,66,70,75,52,65,67,71,61,71,56,71,65,57,57,1054
34,49,55,74,54,60,54,88,56,64,52,84,68,83,95,119,1054
523,105,109,20,108,22,18,3,103,19,23,6,23,5,1,1,602
71,68,72,60,74,70,71,61,76,65,64,71,50,73,69,74,1080
210,102,100,69,109,49,45,32,102,51,58,24,60,33,32,13,962
93,76,73,62,71,67,49,70,74,58,67,58,66,56,68,81,1022
439,104,110,35,116,32,20,8,105,30,37,4,28,10,9,2,698
3,17,15,47,16,44,26,103,21,29,41,98,42,99,107,381,760
8,20,16,46,21,52,25,105,18,32,59,94,43,99,103,348,790
89,64,69,79,72,68,62,52,76,56,59,63,64,66,64,86,1032
973,29,29,0,29,0,0,0,29,0,0,0,0,0,0,0,116
109,77,76,72,80,62,50,64,76,65,67,48,69,52,63,59,1036
12,24,23,43,19,51,35,99,23,34,48,99,48,95,98,338,808
57,66,64,57,64,70,60,82,60,67,76,73,63,73,76,81,1078
198,109,107,45,98,62,57,33,107,61,55,27,56,18,31,25,984
105,69,73,55,71,79,66,59,66,66,80,63,60,61,56,60,1056
263,101,113,62,117,39,39,21,109,50,35,22,50,26,29,13,902
60,60,65,76,65,73,52,68,63,55,70,70,73,70,71,98,1038
920,37,40,2,40,3,1,0,38,4,2,0,1,0,1,0,174
88,64,70,74,65,73,52,66,67,57,65,67,76,62,69,74,1036
144,89,88,69,87,52,63,46,91,62,49,46,68,45,48,42,1028
93,75,69,73,72,64,50,63,74,48,68,59,71,62,62,86,1008
288,113,111,42,111,49,48,18,112,49,50,15,43,15,17,8,890
23,46,48,58,44,64,52,91,40,48,66,97,68,93,85,166,1000
128,78,97,58,89,74,53,45,78,58,66,59,66,51,45,44,1028
198,97,95,68,100,59,48,33,98,54,63,25,62,30,34,25,968
